user_type,authenticated,effective_roles,effective_modules,feature_id,platform,platform_treatment,discover,view,create,edit,delete,archive,deactivate,import,export,submit,validate,approve,reject,assign,publish,report,administer
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.ddex.import,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.ddex.partners,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,label.ddex.partners,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,operations.inventory,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,locked-requestable,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,operations.inventory,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,locked-requestable,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,operations.marketplace-orders,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,operations.marketplace-orders,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,operations.equipment-bookings,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,operations.equipment-bookings,mobile,native,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,finance.payments,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,finance.payments,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,finance.account-report-builder,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,finance.account-report-builder,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,finance.esteban-report,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,finance.esteban-report,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,finance.david-report,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,finance.david-report,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,admin.course-registrations,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,admin.course-registrations,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,admin.courses,web,available,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,admin.courses,mobile,web-fallback,locked-requestable,locked-requestable,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,locked-requestable,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,admin.users,web,available,concealed,concealed,concealed,concealed,concealed,not-supported,concealed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,concealed
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,admin.users,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,admin.roles,web,available,concealed,concealed,not-supported,concealed,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,concealed
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,admin.roles,mobile,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available,not-available
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,admin.system-status,web,available,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
reception,true,Reception|Fan|Customer,CRM|Packages|Scheduling,admin.system-status,mobile,web-fallback,locked-requestable,locked-requestable,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported,not-supported
